id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,region,housing_type,siblings,neighborhood,market_participation,housing_change,housing_promised,health_status,housing,collapse_context,insurance_status,housing_status,pets,digital_adaptation,insurance
2,"Пенсионный возраст, зрелость",Социальные связи во время отдыха,"Респондентка подчеркивает важность компании и общения во время отдыха, несмотря на близкие отношения с мужем. Она легко заводит знакомства и ценит общительность окружающих.","Компания обязательно нужна. Обязательно нужна, потому что мы так с мужем целыми днями, как говорится, с утра до вечера вместе.","радость, оживление","общение, дружелюбие, сообщество","Для пожилых людей социальные связи вне семьи (друзья, новые знакомства) становятся важным ресурсом поддержания эмоционального благополучия.",декларация,,,,,,,,,,,,,,,,
3,"Пенсионный возраст, зрелость",Мечты и впечатления от путешествий,"Респондентка мечтает побывать в новых странах, например, в Эмиратах, чтобы получить новые впечатления. Для нее важны не только покой, но и новизна, расширение кругозора.","Я хотела, например, побывать в Эмиратах, попасть в Эмираты. Для меня это было бы это. Все-таки уже посмотреть все это новое, незнакомое для меня.","воодушевление, интерес","новизна, впечатления, путешествия","Даже в зрелом возрасте сохраняется стремление к новым впечатлениям и познанию мира, что говорит о внутренней активности и открытости.",декларация,,,,,,,,,,,,,,,,
4,"Пенсионный возраст, зрелость",Ограничения и планы,"Респондентка отмечает, что не строит грандиозных планов из-за семейных обстоятельств и состояния здоровья. Это сдерживает ее активность и мечты.","Нет, таких пока нет. Нету грандиозных планов, чтобы это... Потому что, во-первых, это по семейным обстоятельствам, по состоянию здоровья.","смирение, легкая грусть","реализм, забота о семье, здоровье",Здоровье и семейные обстоятельства становятся ключевыми ограничителями активности в пожилом возрасте.,декларация,,,,,,,,,,,,,,,,
5,"Пенсионный возраст, зрелость",Повседневная жизнь и распорядок дня,"Респондентка в целом довольна своим распорядком, но отмечает, что иногда планы срываются из-за здоровья или непредвиденных событий.","Я бы сказала, что это довольно. Но бывает, конечно, когда что-то запланируешь, что-то не получается, из-за здоровья не получается.",удовлетворение с оттенком сожаления,"стабильность, адаптация, принятие","Пожилые люди часто адаптируются к ограничениям, связанным со здоровьем, и учатся ценить то, что есть.",декларация,,,,,,,,,,,,,,,,
6,"Пенсионный возраст, зрелость",Материальное положение и его влияние на жизнь,"Респондентка испытывает неудовлетворенность из-за низкой пенсии, что ограничивает ее возможности и планы. Она связывает материальное благополучие с возможностью реализовать мечты и поддерживать активность.","У нас пенсии маленькие. Вы знаете, это материальное положение, оно все равно влияет и на настроение иногда влияет, оно влияет на многое.","разочарование, усталость","материальная стабильность, независимость","Материальное положение остается важным фактором качества жизни пожилых людей, влияя на их планы, настроение и самоощущение.",декларация,,,,,,ограниченное,,,,,,,,,,
7,"Пенсионный возраст, зрелость",Семейные ценности и мир,"Респондентка ценит близость семьи, здоровье родных и мирное время. Особое значение придает окончанию войны, так как родственник участвует в СВО.","И самое главное, чтобы был мир, потому что у нас, скажем, племянник, вот у меня двоюродный, они на СВО. Поэтому хочется мира, чтобы быстрее кончилась война.","тревога, надежда","семья, здоровье, мир",В условиях военных конфликтов даже у пожилых людей вопросы мира и безопасности становятся центральными ценностями.,декларация,,,,,,,,,,,,,,,,
8,"Пенсионный возраст, зрелость",Распорядок дня и семейные традиции,"Респондентка подробно описывает свой распорядок дня, включающий заботу о внуках, домашние дела, традиции выходных (баня, семейные встречи), праздники и отпуск по путевке раз в три года.","В воскресенье у вас банный день, это можно назвать даже традицией у вас, правильно? Баню топит ваш муж, никого к ней не подпускает, ну и соответственно к вам приезжает уже вся семья, и вы как бы вместе проводите время, ходите в баню.","удовлетворение, теплота","семейные традиции, забота, стабильность","Семейные традиции и ритуалы (баня, совместные праздники) играют важную роль в поддержании межпоколенческих связей.",эпизод,,,,,,,,частный дом,,,True,,,,,
9,"Пенсионный возраст, зрелость",Семейные связи и структура семьи,"Респондентка рассказывает о своей семье: муж, двое детей, немного родственников. Дочь живет с родителями, материально поддерживает их и участвует в принятии решений. Сын живет отдельно, работает в органах.","Сын у меня закончил юридический у нас. Казанский институт закончил. И живет в Альметьевске, получается, с семьей. Живет отдельно, у них своя квартира. Так, дочь живет с нами. Мы живем в частном доме.","гордость, спокойствие","семья, поддержка, образование","В зрелом возрасте структура семьи может меняться: дети живут отдельно, но поддерживают родителей, особенно дочери. Важна роль образования и самостоятельности детей.",декларация,"семья, высшее образование",,,,,,,частный дом,,,,,,,,
10,"Пенсионный возраст, зрелость",Внутрисемейные отношения и конфликты,"Респондентка признает наличие конфликтов с сыном в подростковом возрасте из-за различий во взглядах и строгости, но отмечает, что сейчас отношения спокойные. С дочерью отношения более мягкие и доверительные.","У нас на этом фоне были конфликты. Были, были сильные конфликты. Все это было так, что мы не разговаривали. Как говорится, и крики. Все было, все было. Ну а с дочерью, с ней проще.","откровенность, принятие","понимание, терпимость, семейная гармония","Внутрисемейные конфликты — естественная часть жизни, но с возрастом они воспринимаются спокойнее, а ценность мира и согласия возрастает.",узел,,,,,,,,,,,,,,,,
11,"Пенсионный возраст, зрелость",Финансовые установки и межпоколенческие различия,"Респондентка не одобряет кредиты и рассрочки, предпочитает жить по средствам, что связано с ее экономическим образованием. Сын придерживается более современных взглядов.","Если мы жили без этих кредитов, без всего как-то, за все надо отвечать, за все надо платить, надо всегда... Ну, это опять-таки, видите, моя политика, что нужно рассчитать... Это я так считаю, скажем.","настороженность, убежденность","ответственность, расчетливость, экономность",Межпоколенческие различия в финансовых стратегиях часто связаны с опытом и профессиональным бэкграундом старшего поколения.,декларация,,,,,,консервативное,,,,,,,,,,
12,"Пенсионный возраст, зрелость",Семейные традиции и досуг,"В семье есть традиции: совместные занятия спортом (сноуборд), ежегодные встречи с родственниками, посещение могил родителей. Личные традиции — бассейн.","Вот как зима наступает, у нас горно-лыжный комплекс большой... Дочь пришла на сноуборд. Дед тоже осваивал сноуборд. И вот они уже вторую зиму катаются на сноуборде.","радость, гордость","семейные традиции, активность, память о предках",Семейные традиции укрепляют связи между поколениями и формируют устойчивую идентичность семьи.,эпизод,,,,,,,,,,,,,,,,
13,"Молодость, начало семейной жизни",Знакомство и отношения с мужем,"Респондентка вспоминает, как познакомилась с мужем у друзей, отмечает особенности его характера и их близость. Мечтали о большой семье, но болезнь сына изменила планы.","Познакомились мы с мужем у друзей наших, познакомились. Как-то сразу он мне понравился. Единственное, что он очень умело скрывал свой характер.","ностальгия, теплота","любовь, партнерство, честность","Начало семейной жизни часто связано с идеализмом и мечтами, которые могут корректироваться жизненными обстоятельствами.",эпизод,,,,,,,,,,,True,,,,,
1,"Семейная жизнь, зрелость",Супружеские отношения и совместная жизнь с родителями мужа,"Респондентка рассказывает о жизни с мужем и его родителями, отмечает, что муж оказался порядочным, не пьющим, не курящим, верным и семейным человеком. Они долгое время жили вместе с родителями мужа, заботились о них до конца их жизни.","Мы, даже имея своё жильё, мы жили с его родителями. Вначале проводили маму, потом проводили его папу. Мы были всегда с ними вместе.","Благодарность, удовлетворение, лёгкая грусть","Семейственность, уважение к старшим, верность, забота","Совместное проживание с родителями супруга — типичная практика для старших поколений, отражающая патриархальные ценности и коллективизм. Важность семейных связей и поддержки старших членов семьи.",эпизод,"семья, межпоколенческое сосуществование",,,,,,,,,,,,,,,
2,"Зрелость, поздний брак",Оценка супруга и семейных ценностей,"Респондентка подчеркивает, что главным в отношениях для неё является порядочность мужа, его семейность, вовлечённость в жизнь семьи и уважение к её мнению.","Для меня самое главное, чтобы он был, во-первых, живой и здоровый, чтобы он обязательно был рядом, это самое нужное. Но всё-таки что я в нём ценю? Опять-таки, наверное, порядочность.","Тепло, признательность, спокойствие","Порядочность, семейность, уважение, надёжность","Важность традиционных семейных ролей, высокая ценность стабильности и взаимного уважения в браке. Женщина ощущает себя значимой в семье.",декларация,,,,,,,,,,,,,,,,
3,"Настоящее, пожилой возраст",Совместные мечты и планы на будущее,"Несмотря на возраст, у супругов есть совместные мечты: поездка на север, посещение мест молодости и обновление захоронений родителей.","У нас есть, конечно, большая мечта. Мы опять-таки хотим съездить на север... Также хотим посетить наших родственников... нам нужно обновить захоронение мест наших родителей.","Надежда, воодушевление, лёгкая грусть","Память, семейные традиции, связь поколений","Сохранение семейных и родовых связей, поддержание памяти о предках — важная часть идентичности старшего поколения. Планы на будущее даже в пожилом возрасте.",эпизод,,,,,,,,,,,,,,,,
4,"Зрелость, пожилой возраст",Сближение и привычки в долгом браке,"Долгие годы совместной жизни сформировали общие привычки, ответственность за детей и внуков, совместные планы.","Долгие годы совместной жизни, это уже то, что одно целое, это наши привычки, у нас уже привычки-то почти одинаковые, всё это.","Уют, спокойствие, удовлетворение","Ответственность, семейственность, преемственность","Долговременный брак способствует формированию общей идентичности и привычек, расширяет круг забот до внуков, отражая многоуровневую семейную солидарность.",декларация,,,,,,,,,,,,,,,,
5,"Зрелость, пожилой возраст",Конфликты и способы их разрешения в браке,"Основной источник напряжения — упрямство мужа. Респондентка научилась уступать ради спокойствия в доме, с возрастом амбиции ушли.","Это его упрямство, вот это упрямство. Я, скажем, уступчивая, а он упрямый. Поэтому мне приходится выжидать, пока он, скажем, отойдет.","Спокойствие, принятие, лёгкая досада","Спокойствие, компромисс, семейное благополучие",Трансформация конфликтных стратегий с возрастом: уход от конфронтации к компромиссу ради сохранения мира в семье.,узел,,,,,,,,,,,,,,,,
6,Вся семейная жизнь,Финансовые отношения в семье,"С момента женитьбы муж отдавал всю зарплату жене, она распоряжалась семейным бюджетом. В последние годы деньги хранятся вместе, крупные траты обсуждаются совместно.","Он всегда всю свою зарплату отдавал мне, а я ему выделяла какую-то сумму денег... Деньгами распоряжаюсь всегда я.","Уверенность, спокойствие","Доверие, прозрачность, совместность","Традиционная модель семейного бюджета, где жена управляет финансами, характерна для советских и постсоветских семей. Постепенный переход к более паритетной модели.",эпизод,,,,,,совместное ведение бюджета,,,,,,,,,,
7,"Настоящее, зрелость",Дружба и социальные связи,"Друзья — важная часть жизни, есть как школьные, так и заводские подруги, а также семейные друзья. Дружба строится на взаимопомощи, поддержке, прощении.","Родственники родственниками, а друзья обязательно нужны, потому что ведь бывают такие разговоры, скажем, что может с сыном, с дочкой не поговоришь, с другом можно поделиться.","Тепло, благодарность","Дружба, поддержка, взаимопомощь","Дружба воспринимается как важный ресурс поддержки, иногда даже более значимый, чем родственные связи. Сохраняется разделение на женские и мужские компании, есть семейные друзья.",декларация,,,,,,,,,,,,,,,,
8,"Трудовая жизнь, зрелость",Заводские подруги и особенности женской дружбы,"Особенно близкие подруги появились на работе, несмотря на разницу в возрасте. Дружба строилась на совместной работе, решении проблем, поддержке в быту и семье.","Вот заводские у меня есть. Три подружки. И у нас очень большая разница в возрасте тоже есть. Одной у нас получается сейчас 74 года, а мне всего лишь 62. Но тем не менее мы близки, потому что мы... Всегда вместе были, и мы и сейчас вместе.","Благодарность, тепло, гордость","Верность, взаимопомощь, доверие",Рабочие коллективы были важным источником социальных связей для женщин советского и постсоветского периода. Дружба часто выходит за рамки работы и становится квазиродственной.,эпизод,"завод, трудовой коллектив",,,,,,,,,,,,,,,
9,Вся жизнь,Изменение характера дружбы с течением времени,"Дружба с заводскими подругами только крепла, не было ссор. В других компаниях бывали конфликты, но они быстро улаживались.","Вот я в отношении мерзаводских подруг, скажем, это все что по нарастающей... А так, ссоры, конечно, нет. Ссор не было. Не знаю, почему...","Удовлетворение, спокойствие","Понимание, терпимость, мудрость","Дружба воспринимается как долговременная и устойчивая связь, особенно если основана на общих ценностях и опыте. В других группах эмоциональность выше, но конфликты не разрушают отношения.",декларация,,,,,,,,,,,,,,,,
10,"Настоящее, зрелость",Домашние животные в семье,"В семье держали собак, преимущественно овчарок, из-за аллергии на кошек. Животные воспринимались как члены семьи, их утрата была трагедией.","Нет-нет, они уже были, они как члены семьи были... когда мы ее потеряли, она когда у нас пропала, это, конечно, была большая трагедия.","Грусть, сочувствие, привязанность","Забота, эмпатия, ответственность","Домашние животные занимают важное место в семейной структуре, воспринимаются как полноправные члены семьи. Потеря животного вызывает сильные эмоции.",эпизод,,,,,,,,частный дом,,,,,,"собаки (овчарки, такса)",,
1,"Молодость, ранняя семейная жизнь",Роль в семье и личностные изменения,"В молодости респондентка была более командной, брала на себя ответственность в семье, но с годами стала спокойнее и научилась исправлять свои черты характера.","Ну, может, я ещё как-то по молодости, когда в семье, как-то я всё как-то больше возлагала на себя. Как-то я немножко командир, наверное, была, что-то такое командное во мне было как-то.","Саморефлексия, удовлетворение","Ответственность, саморазвитие, гармония в отношениях",Респондентка демонстрирует типичную для женщин старшего поколения стратегию саморефлексии и постепенного смягчения лидерских качеств ради семейной гармонии.,эпизод,,,,,,,,,,,True,,,,,
2,"Зрелость, семейная жизнь",Доверие и поддержка в семье,"Наибольшее доверие респондентка испытывает к мужу, считая его своей 'половинкой', однако в сложных ситуациях обсуждает проблемы с дочерью, а муж обращается к ней за советом.","Потому что моя половинка – это я. И я думаю, Надюш, никуда он не денется... А муж всегда будет... не будет рядом, лишь бы здоровым был, правильно?","Теплота, уверенность, благодарность","Семейная сплочённость, взаимная поддержка, доверие","В структуре семейных отношений прослеживается традиционная модель: муж — главный партнёр по доверию, но эмоциональные вопросы решаются с дочерью, что отражает женскую солидарность и эмоциональную близость между поколениями.",узел,,,,,,,,,,,True,,,,,
3,Зрелость,Ощущение одиночества и потребность в общении,"Респондентка признаёт, что иногда испытывает одиночество, но старается не оставаться одна, так как ей легче с людьми.","Ну нет, бывает, конечно, бывает. Бывает такое, что и одиноко бывает иногда. Ну, я стараюсь одна не оставаться, конечно. Мне все равно с людьми легче.","Лёгкая грусть, открытость","Общение, поддержка, принадлежность","Для респондента характерна высокая потребность в социальном взаимодействии, что типично для людей старшего возраста, особенно женщин, чья идентичность во многом строится вокруг семьи и круга общения.",декларация,,,,,,,,,,,True,,,,,
4,Детство и юность,Влияние матери и семейные ценности,"Мать респондентки была для неё примером терпения и спокойствия, что повлияло на её стиль поведения в семье и умение сглаживать конфликты.","У меня была очень хорошая мама, которая многому у меня научила... Она мне всегда говорила, что нужно быть спокойной.","Благодарность, уважение","Терпение, спокойствие, семейная ответственность",Передача семейных ценностей и моделей поведения по женской линии — важный элемент социализации в традиционных семьях.,эпизод,семья,,,,,,,,,,True,,,,,
5,"Молодость, ранняя семейная жизнь",Семейные традиции и терпение,"Респондентка подчёркивает важность терпения, особенно в отношениях со свекровью и свёкром, а также следование традициям татарской семьи.","И опять-таки прожить со свекровью... 12 лет, со свёкром 13 лет. Всё-таки это тоже надо иметь терпение, я считаю, что всё равно. У нас, у татар как-то ещё немножко в те годы тоже были, что сноха – это сноха, она должна там работать, она должна всё это делать.","Гордость, лёгкая усталость","Терпение, уважение к традициям, семейная ответственность",Опыт жизни в расширенной семье и следование этнокультурным традициям формируют устойчивые паттерны поведения и самоидентификацию.,эпизод,"семья, этническая традиция",,,,,,,,,,True,,,,,
6,Взрослая жизнь,Стратегии преодоления трудностей и эмоций,"Респондентка научилась справляться с трудностями через терпение, поиск причин и оправданий, а также умение слушать и сглаживать конфликты.","Опять-таки, я же говорю, это терпение, то, что я как-то выслушивала, эмоции. По молодости были эмоции, эмоции выплескивались, не всегда, но выплескивались. А потом уже постепенно, всегда старалась я понять, почему так, почему.","Самоанализ, спокойствие","Терпимость, рефлексия, эмпатия","Формирование зрелых копинг-стратегий связано с возрастом и жизненным опытом, а также с влиянием семейных установок.",декларация,,,,,,,,,,,True,,,,,
7,Взрослая жизнь,Влияние окружения и социальных связей,"Респондентка отмечает, что на её жизненном пути встречались хорошие люди, что помогло ей справляться с трудностями.","Все-таки на моем пути много хороших людей попалось. Именно, наверное, это и сыграло свою роль, как говорится.","Благодарность, удовлетворение","Дружба, поддержка, удача",Социальный капитал и поддержка со стороны окружения играют важную роль в биографиях людей старшего поколения.,декларация,,,,,,,,,,,True,,,,,
8,Детство и взросление,Отношения с сестрами и поддержка родственных связей,"В детстве и юности респондентка была близка с сёстрами, но с возрастом их жизненные пути разошлись. Сейчас поддерживает связь дистанционно.","Но пока росли, мы всегда были вместе. Это потом, конечно, сложилось так, что у нас сёстры разъехались, осталась только я с родителями.","Ностальгия, лёгкая грусть","Семейная связь, поддержка, забота","Миграция и разъезд родственников — типичная ситуация для постсоветских семей, что приводит к поддержанию связей на расстоянии.",эпизод,,,,,,,,,,,True,,,,,
9,"Зрелость, пожилой возраст",Здоровье и образ жизни,"Респондентка всегда была здорова, но после 40 лет появились проблемы: инсульты, диабет. Она строго соблюдает рекомендации врачей, занимается физкультурой, следит за питанием.","Ну, как-то вот, как по жизни, как-то я всегда была, слава богу, была здорова. Была крепка здоровьем... Ну, где-то вот после 40 уже, когда ближе, как женский возраст, уже начались проблемы.","Реализм, благодарность, стойкость","Здоровье, дисциплина, ответственность","Переход к пожилому возрасту сопровождается изменением отношения к здоровью, ростом дисциплины и доверием к медицинским институтам.",перелом,медицина,,,,,,,,,,True,,,,,
10,Пожилой возраст,Питание и самоконтроль,"Из-за диабета респондентка придерживается строгой диеты, опирается на советы врачей и онлайн-группы, изменила привычки, связанные с хлебом.","У меня сахарный диабет, поэтому я вынуждена питаться уже так, как положено, как нам врачи говорят. Во-первых, в интернете я нашла две хорошие группы...",Сдержанная решимость,"Самоконтроль, здоровье, открытость к новому",Использование онлайн-ресурсов для самопомощи и контроля здоровья становится всё более характерным для пожилых людей.,эпизод,"медицина, интернет-группы",,,,,,,,,,True,,,,,
11,Пожилой возраст,Удовлетворённость образом жизни,"Респондентка довольна своим образом жизни, может позволить себе занятия по интересам, чувствует себя свободной и независимой.","Ну, потому что хочу в бассейн, я пошла в бассейн, нет никакой проблемы. Например, я бы так, что захотела, скажем, на концерт куда-то пойти, пожалуйста.","Удовлетворение, спокойствие","Свобода, независимость, самореализация","Пожилые люди, сохранившие активность и самостоятельность, демонстрируют высокий уровень субъективного благополучия.",декларация,,,,,,,,,,,True,,,,,
12,Пожилой возраст,Влияние характера и стресса на здоровье,"Респондентка считает, что её склонность к переживаниям и неустойчивый характер негативно влияют на здоровье.","Ну, наверное, все-таки вот этот характер, то, что переживаешь за всех, за всех переживаешь, как мне муж говорит, еще нет проблемы, а ты уже, говорит, ее в голове создаешь...","Озабоченность, самокритика","Рефлексия, забота о близких",Женщины старшего возраста часто связывают здоровье с эмоциональным состоянием и внутренними переживаниями.,декларация,,,,,,,,,,,True,,,,,
13,Пожилой возраст,Отношения с сыном и материнская тревога,"Респондентка больше всего переживает за сына, отмечая противоположность взглядов и его недостаточную предусмотрительность.","За сына переживаю. Как-то переживаю за сына больше всего, но как всего и как проблем у нас как-то всегда, по жизни всегда было больше это, из-за него.","Тревога, беспокойство","Забота о детях, ответственность, семейная связь",Материнская тревога и разногласия между поколениями — частая тема в биографиях женщин старшего возраста.,узел,,,,,,,,,,,True,,,,,
14,Пожилой возраст,Стрессовые события и их влияние на здоровье,Сахарный диабет возник на фоне сильного стресса после смерти сестры и её мужа с недельной разницей.,"Ну, как-то он у меня все-таки на фоне стресса. Я считаю, что это на фоне стресса было все-таки. Это было на фоне... А, сестру мы похоронили. А через неделю похоронили ее мужа. Вот это вот с этого и пошло.","Грусть, тяжесть","Семейная связь, переживание утраты",Связь между психоэмоциональными потрясениями и соматическими заболеваниями часто отмечается в нарративах пожилых людей.,перелом,,,,,,,,,,,True,,,,,
15,Пожилой возраст,Стратегии заботы о здоровье,"Респондентка строго следует рекомендациям врачей, принимает лекарства, ведёт активный образ жизни, сбросила 40 кг за год.","Я обращаюсь к врачу всегда. Обращаюсь к врачу. Следую рекомендациям этих врачей. Вовремя пью свои таблетки, покупаю таблетки. Но затем я все-таки веду здоровый образ жизни.","Гордость, удовлетворение","Дисциплина, ответственность, забота о себе","Акцент на медицинской дисциплине и самостоятельном контроле здоровья характерен для пожилых людей, стремящихся к сохранению независимости.",эпизод,медицина,,,,,,,,,,True,,,,,
16,Пожилой возраст,Преображение и повышение качества жизни,"После значительного похудения респондентка стала более активной, чувствует себя лучше, отмечает положительные изменения в жизни.","И я стала легкой на подъем, я двигаюсь, я бегаю, я хожу, я поднимаюсь, я плаваю, поэтому мне это очень комфортно.","Радость, гордость","Саморазвитие, активность, здоровье",Позитивные изменения в физическом состоянии способствуют росту самооценки и социальной активности в пожилом возрасте.,перелом,,,,,,,,,,,True,,,,,
1,"Пожилой возраст, пенсионный период",Хронические заболевания и ежедневная медикаментозная терапия,"Респондентка ежедневно принимает несколько лекарств для поддержания здоровья, хорошо осведомлена о своих препаратах и строго соблюдает назначения.","Я эти лекарства наизусть знаю, потому что это то, что я живу.","Смирение, ответственность, некоторая тревожность","Здоровье, дисциплина, ответственность за себя",Регулярный прием лекарств и высокая информированность о них характерны для пожилых людей с хроническими заболеваниями. Это свидетельствует о сформированной медицинской дисциплине и высокой зависимости от системы здравоохранения.,эпизод,"Система здравоохранения, аптеки",,,,,Постоянная покупка лекарств,,,,,,,,,,
2,Пожилой возраст,Отношение к официальной и народной медицине,"Респондентка доверяет доказательной медицине, но допускает использование народных средств при легких заболеваниях. Основная мотивация — желание жить и не болеть.",Я и подчиняюсь этой медицине.,"Доверие, прагматизм","Рациональность, доверие к профессионалам, жизнелюбие","Сочетание доверия к официальной медицине с осторожным использованием народных средств типично для старшего поколения, выросшего в условиях ограниченного доступа к современной медицине.",декларация,"Государственная медицина, традиционные практики",,,,,,,,,,,,,,,
3,Пожилой возраст,Критика коммерциализации медицины,"Респондентка отмечает рост коммерческой составляющей в российской медицине, считает, что врачи часто назначают дорогие препараты и ориентируются на прибыль.","Сейчас уже больше коммерческая, конечно. Потому что я вот смотрю, они лекарства назначают всем как-то. Одно и то же всем назначают. И стараются подороже таблеточки заказать.","Недоверие, разочарование","Справедливость, забота о людях","Критика коммерциализации медицины отражает разочарование в изменениях системы здравоохранения и ностальгию по временам, когда медицина воспринималась как более социально ориентированная.",декларация,Государственная и частная медицина,,,,,,,,,,,,,,,
